25754,SOACHA
20001,VALLEDUPAR
11001,BOGOTÁ D.C.
76001,CALI
66001,PEREIRA
19001,POPAYÁN
54001,CÚCUTA
76111,GUADALAJARA DE BUGA
5088,BELLO
5266,ENVIGADO
76113,BUGALAGRANDE
76122,CAICEDONIA
76622,ROLDANILLO
8758,SOLEDAD
52356,IPIALES
5001,MEDELLÍN
8001,BARRANQUILLA
25386,LA MESA
52835,SAN ANDRÉS DE TUMACO
41551,PITALITO
47245,EL BANCO
76109,BUENAVENTURA
23001,MONTERÍA
76520,PALMIRA
8433,MALAMBO
76147,CARTAGO
27001,QUIBDÓ
73001,IBAGUÉ
73449,MELGAR
63690,SALENTO
5615,RIONEGRO
47288,FUNDACIÓN
68081,BARRANCABERMEJA
25843,VILLA DE SAN DIEGO DE UBATÉ
47001,SANTA MARTA
25645,SAN ANTONIO DEL TEQUENDAMA
15238,DUITAMA
13001,CARTAGENA DE INDIAS
17001,MANIZALES
15001,TUNJA
76834,TULUÁ
23162,CERETÉ
23815,TUCHÍN
25572,PUERTO SALGAR
17867,VICTORIA
41319,GUADALUPE
13836,TURBACO
18001,FLORENCIA
73671,SALDAÑA
70001,SINCELEJO
70230,CHALÁN
68547,PIEDECUESTA
52001,PASTO
25019,ALBÁN
44650,SAN JUAN DEL CESAR
86320,ORITO
17873,VILLAMARÍA
52405,LEIVA
73349,HONDA
70233,EL ROBLE
73268,ESPINAL
8078,BARANOA
47189,CIÉNAGA
68001,BUCARAMANGA
81794,TAME
50001,VILLAVICENCIO
88001,SAN ANDRÉS
54405,LOS PATIOS
25269,FACATATIVÁ
76736,SEVILLA
25175,CHÍA
25290,FUSAGASUGÁ
19821,TORIBÍO
25286,FUNZA
13268,EL PEÑÓN
54874,VILLA DEL ROSARIO
68276,FLORIDABLANCA
85001,YOPAL
5360,ITAGÜÍ
20011,AGUACHICA
19698,SANTANDER DE QUILICHAO
68895,ZAPATOCA
47170,CHIVOLO
63001,ARMENIA
8638,SABANALARGA
5790,TARAZÁ
5667,SAN RAFAEL
13468,MOMPÓS
25473,MOSQUERA
5040,ANORÍ
73520,PALOCABILDO
5079,BARBOSA
13074,BARRANCO DE LOBA
8675,SANTA LUCÍA
86571,PUERTO GUZMÁN
15047,AQUITANIA
20178,CHIRIGUANÁ
5212,COPACABANA
23300,COTORRA
13430,MAGANGUÉ
52227,CUMBAL
23580,PUERTO LIBERTADOR
68167,CHARALÁ
5411,LIBORINA
81736,SARAVENA
20238,EL COPEY
50450,PUERTO CONCORDIA
73168,CHAPARRAL
5837,TURBO
47541,PEDRAZA
5172,CHIGORODÓ
23670,SAN ANDRÉS DE SOTAVENTO
52696,SANTA BÁRBARA
18410,LA MONTAÑITA
19300,GUACHENÉ
76400,LA UNIÓN
44078,BARRANCAS
25402,LA VEGA
5697,EL SANTUARIO
13442,MARÍA LA BAJA
25245,EL COLEGIO
5045,APARTADÓ
19532,PATÍA
54344,HACARÍ
19050,ARGELIA
27135,EL CANTÓN DEL SAN PABLO
27361,ISTMINA
68468,MOLAGAVITA
5656,SAN JERÓNIMO
68689,SAN VICENTE DE CHUCURÍ
20295,GAMARRA
19807,TIMBÍO
19130,CAJIBÍO
73200,COELLO
54206,CONVENCIÓN
23807,TIERRALTA
5480,MUTATÁ
63130,CALARCÁ
15176,CHIQUINQUIRÁ
15759,SOGAMOSO
41001,NEIVA
50573,PUERTO LÓPEZ
5237,DONMATÍAS
68190,CIMITARRA
20045,BECERRIL
5809,TITIRIBÍ
25126,CAJICÁ
25430,MADRID
5380,LA ESTRELLA
52678,SAMANIEGO
44847,URIBIA
99001,PUERTO CARREÑO
5129,CALDAS
63190,CIRCASIA
23466,MONTELÍBANO
73148,CARMEN DE APICALÁ
54810,TIBÚ
41359,ISNOS
23555,PLANETA RICA
17380,LA DORADA
76036,ANDALUCÍA
23068,AYAPEL
70713,SAN ONOFRE
41396,LA PLATA
20175,CHIMICHAGUA
25053,ARBELÁEZ
5310,GÓMEZ PLATA
68755,SOCORRO
44001,RIOHACHA
23672,SAN ANTERO
23574,PUERTO ESCONDIDO
47555,PLATO
8520,PALMAR DE VARELA
19517,PÁEZ
52838,TÚQUERRES
20013,AGUSTÍN CODAZZI
19256,EL TAMBO
23417,LORICA
25307,GIRARDOT
20250,EL PASO
44035,ALBANIA
25875,VILLETA
76130,CANDELARIA
23855,VALENCIA
68307,GIRÓN
41378,LA ARGENTINA
5002,ABEJORRAL
81220,CRAVO NORTE
76892,YUMBO
70708,SAN MARCOS
20228,CURUMANÍ
20383,LA GLORIA
8634,SABANAGRANDE
70429,MAJAGUAL
5038,ANGOSTURA
25743,SILVANIA
19100,BOLÍVAR
25295,GACHANCIPÁ
25758,SOPÓ
76364,JAMUNDÍ
5031,AMALFI
5154,CAUCASIA
44098,DISTRACCIÓN
13620,SAN CRISTÓBAL
73236,DOLORES
5631,SABANETA
86001,MOCOA
52250,EL CHARCO
19622,ROSAS
19513,PADILLA
25260,EL ROSAL
41006,ACEVEDO
17653,SALAMINA
41791,TARQUI
13838,TURBANÁ
63470,MONTENEGRO
8436,MANATÍ
95200,MIRAFLORES
50568,PUERTO GAITÁN
8573,PUERTO COLOMBIA
5665,SAN PEDRO DE URABÁ
52110,BUESACO
66170,DOSQUEBRADAS
68572,PUENTE NACIONAL
25899,ZIPAQUIRÁ
73563,PRADO
76275,FLORIDA
52520,FRANCISCO PIZARRO
41298,GARZÓN
66682,SANTA ROSA DE CABAL
52317,GUACHUCAL
19318,GUAPÍ
20750,SAN DIEGO
27099,BOJAYÁ
25653,SAN CAYETANO
70265,GUARANDA
41306,GIGANTE
52418,LOS ANDES
20517,PAILITAS
8137,CAMPO DE LA CRUZ
13006,ACHÍ
47707,SANTA ANA
50251,EL CASTILLO
25322,GUASCA
81065,ARAUQUITA
54498,OCAÑA
20621,LA PAZ
5138,CAÑASGORDAS
19392,LA SIERRA
19473,MORALES
41801,TERUEL
50318,GUAMAL
85230,OROCUÉ
50150,CASTILLA LA NUEVA
13683,SANTA ROSA
5036,ANGELÓPOLIS
5120,CÁCERES
47551,PIVIJAY
47058,ARIGUANÍ
23678,SAN CARLOS
25320,GUADUAS
86865,VALLE DEL GUAMUEZ
44430,MAICAO
15469,MONIQUIRÁ
70823,TOLÚ VIEJO
70820,SANTIAGO DE TOLÚ
86568,PUERTO ASÍS
68432,MÁLAGA
54670,SAN CALIXTO
13810,TIQUISIO
13780,TALAIGUA NUEVO
47798,TENERIFE
8685,SANTO TOMÁS
15204,CÓMBITA
68101,BOLÍVAR
19573,PUERTO TEJADA
23189,CIÉNAGA DE ORO
13670,SAN PABLO
27205,CONDOTO
73275,FLANDES
50006,ACACÍAS
76100,BOLÍVAR
27073,BAGADÓ
68464,MOGOTES
73504,ORTEGA
68655,SABANA DE TORRES
47692,SAN SEBASTIÁN DE BUENAVISTA
15808,TINJACÁ
8560,PONEDERA
81001,ARAUCA
13244,EL CARMEN DE BOLÍVAR
18753,SAN VICENTE DEL CAGUÁN
13440,MARGARITA
23464,MOMIL
8141,CANDELARIA
13667,SAN MARTÍN DE LOBA
18150,CARTAGENA DEL CHAIRÁ
47660,SABANAS DE SAN ÁNGEL
70400,LA UNIÓN
52036,ANCUYÁ
70742,SAN LUIS DE SINCÉ
70235,GALERAS
76250,EL DOVIO
19075,BALBOA
19548,PIENDAMÓ - TUNÍA
52260,EL TAMBO
41770,SUAZA
13657,SAN JUAN NEPOMUCENO
23500,MOÑITOS
70717,SAN PEDRO
13052,ARJONA
94001,INÍRIDA
70418,LOS PALMITOS
15516,PAIPA
54518,PAMPLONA
52490,OLAYA HERRERA
73443,SAN SEBASTIÁN DE MARIQUITA
23419,LOS CÓRDOBAS
13894,ZAMBRANO
5101,CIUDAD BOLÍVAR
52621,ROBERTO PAYÁN
73624,ROVIRA
8421,LURUACO
13873,VILLANUEVA
41799,TELLO
47460,NUEVA GRANADA
70215,COROZAL
25035,ANAPOIMA
5042,SANTA FÉ DE ANTIOQUIA
25506,VENECIA
17174,CHINCHINÁ
25214,COTA
5490,NECOCLÍ
17388,LA MERCED
85010,AGUAZUL
25841,UBAQUE
13433,MAHATES
41797,TESALIA
63401,LA TEBAIDA
18094,BELÉN DE LOS ANDAQUÍES
86885,VILLAGARZÓN
13140,CALAMAR
73319,GUAMO
50590,PUERTO RICO
52079,BARBACOAS
44279,FONSECA
15673,SAN MATEO
27450,MEDIO SAN JUAN
73622,RONCESVALLES
5628,SABANALARGA
17662,SAMANÁ
52240,CHACHAGÜÍ
47268,EL RETÉN
13188,CICUCO
19585,PURACÉ
18610,SAN JOSÉ DEL FRAGUA
17486,NEIRA
50313,GRANADA
41615,RIVERA
68235,EL CARMEN DE CHUCURÍ
8296,GALAPA
5147,CAREPA
68077,BARBOSA
19743,SILVIA
52699,SANTACRUZ
54820,TOLEDO
25873,VILLAPINZÓN
18247,EL DONCELLO
95001,SAN JOSÉ DEL GUAVIARE
70110,BUENAVISTA
15522,PANQUEBA
23182,CHINÚ
17541,PENSILVANIA
15491,NOBSA
47570,PUEBLOVIEJO
76306,GINEBRA
8832,TUBARÁ
86757,SAN MIGUEL
47545,PIJIÑO DEL CARMEN
20443,MANAURE BALCÓN DEL CESAR
23570,PUEBLO NUEVO
5197,COCORNÁ
18479,MORELIA
27430,MEDIO BAUDÓ
73408,LÉRIDA
54172,CHINÁCOTA
50226,CUMARAL
68575,PUERTO WILCHES
73678,SAN LUIS
19701,SANTA ROSA
99773,CUMARIBO
5890,YOLOMBÓ
50577,PUERTO LLERAS
50350,LA MACARENA
50711,VISTAHERMOSA
44378,HATONUEVO
50287,FUENTEDEORO
70702,SAN JUAN DE BETULIA
15106,BRICEÑO
76248,EL CERRITO
15667,SAN LUIS DE GACENO
70221,COVEÑAS
27050,ATRATO
63548,PIJAO
5034,ANDES
73585,PURIFICACIÓN
25799,TENJO
25200,COGUA
20060,BOSCONIA
52693,SAN PABLO
52560,POTOSÍ
54250,EL TARRA
66572,PUEBLO RICO
70523,PALMITO
19212,CORINTO
70670,SAMPUÉS
5051,ARBOLETES
19824,TOTORÓ
23586,PURÍSIMA DE LA CONCEPCIÓN
73217,COYAIMA
23350,LA APARTADA
97001,MITÚ
52385,LA LLANADA
47980,ZONA BANANERA
73352,ICONONZO
52381,LA FLORIDA
66318,GUÁTICA
73055,ARMERO
50325,MAPIRIPÁN
63272,FILANDIA
23660,SAHAGÚN
15476,MOTAVITA
25797,TENA
25486,NEMOCÓN
47745,SITIONUEVO
23686,SAN PELAYO
50270,EL DORADO
47258,EL PIÑÓN
70771,SUCRE
52687,SAN LORENZO
25398,LA PEÑA
47161,CERRO DE SAN ANTONIO
41524,PALERMO
25862,VERGARA
85225,NUNCHÍA
20787,TAMALAMEQUE
63212,CÓRDOBA
54385,LA ESPERANZA
81300,FORTUL
25181,CHOACHÍ
25769,SUBACHOQUE
76869,VIJES
8849,USIACURÍ
25368,JERUSALÉN
68406,LEBRIJA
25871,VILLAGÓMEZ
5674,SAN VICENTE FERRER
15537,PAZ DE RÍO
68820,TONA
19845,VILLA RICA
52585,PUPIALES
20400,LA JAGUA DE IBIRICO
13654,SAN JACINTO
44560,MANAURE
5686,SANTA ROSA DE OSOS
54051,ARBOLEDAS
27077,BAJO BAUDÓ
25785,TABIO
8606,REPELÓN
23079,BUENAVISTA
86573,PUERTO LEGUÍZAMO
68318,GUACA
19450,MERCADERES
19364,JAMBALÓ
25279,FÓMEQUE
13300,HATILLO DE LOBA
50683,SAN JUAN DE ARAMA
25183,CHOCONTÁ
27615,RIOSUCIO
25649,SAN BERNARDO
54398,LA PLAYA
25151,CÁQUEZA
25817,TOCANCIPÁ
19137,CALDONO
13744,SIMITÍ
5308,GIRARDOTA
27787,TADÓ
66045,APÍA
54720,SARDINATA
5887,YARUMAL
25491,NOCAIMA
15572,PUERTO BOYACÁ
47318,GUAMAL
25312,GRANADA
25612,RICAURTE
76318,GUACARÍ
73067,ATACO
25040,ANOLAIMA
54261,EL ZULIA
50370,URIBE
25823,TOPAIPÍ
15764,SORACÁ
70508,OVEJAS
54313,GRAMALOTE
68720,SANTA HELENA DEL OPÓN
20570,PUEBLO BELLO
85250,PAZ DE ARIPORO
17013,AGUADAS
68327,GÜEPSA
18592,PUERTO RICO
70204,COLOSÓ
52203,COLÓN
15664,SAN JOSÉ DE PARE
18256,EL PAUJÍL
23682,SAN JOSÉ DE URÉ
19785,SUCRE
73124,CAJAMARCA
13655,SAN JACINTO DEL CAUCA
5107,BRICEÑO
23675,SAN BERNARDO DEL VIENTO
5376,LA CEJA
76233,DAGUA
47030,ALGARROBO
66400,LA VIRGINIA
63594,QUIMBAYA
25740,SIBATÉ
15293,GACHANTIVÁ
5425,MACEO
86569,PUERTO CAICEDO
15232,CHÍQUIZA
68745,SIMACOTA
13473,MORALES
25793,TAUSA
68679,SAN GIL
13688,SANTA ROSA DEL SUR
41668,SAN AGUSTÍN
73870,VILLAHERMOSA
54418,LOURDES
91798,TARAPACÁ
50689,SAN MARTÍN
5148,EL CARMEN DE VIBORAL
5579,PUERTO BERRÍO
5318,GUARNE
25596,QUIPILE
17777,SUPÍA
5021,ALEJANDRÍA
73283,FRESNO
8770,SUAN
76670,SAN PEDRO
52540,POLICARPA
76616,RIOFRÍO
15507,OTANCHE
5483,NARIÑO
70473,MORROA
52480,NARIÑO
27006,ACANDÍ
23168,CHIMÁ
54003,ÁBREGO
54377,LABATECA
23090,CANALETE
47053,ARACATACA
5604,REMEDIOS
13647,SAN ESTANISLAO
5250,EL BAGRE
25317,GUACHETÁ
54223,CUCUTILLA
5895,ZARAGOZA
68320,GUADALUPE
5858,VEGACHÍ
15367,JENESANO
15861,VENTAQUEMADA
27160,CÉRTEGUI
5282,FREDONIA
85139,MANÍ
20032,ASTREA
66088,BELÉN DE UMBRÍA
68368,JESÚS MARÍA
76895,ZARZAL
5842,URAMITA
17614,RIOSUCIO
20770,SAN MARTÍN
76563,PRADERA
17616,RISARALDA
52506,OSPINA
19809,TIMBIQUÍ
86219,COLÓN
15272,FIRAVITOBA
15299,GARAGOA
85440,VILLANUEVA
47205,CONCORDIA
47703,SAN ZENÓN
5893,YONDÓ
50400,LEJANÍAS
5440,MARINILLA
5206,CONCEPCIÓN
25154,CARMEN DE CARUPA
13248,EL GUAMO
66075,BALBOA
25513,PACHO
19022,ALMAGUER
25535,PASCA
66594,QUINCHÍA
5642,SALGAR
54480,MUTISCUA
5234,DABEIBA
18205,CURILLO
18756,SOLANO
15442,MARIPÍ
68377,LA BELLEZA
47720,SANTA BÁRBARA DE PINTO
13212,CÓRDOBA
76828,TRUJILLO
47960,ZAPAYÁN
25377,LA CALERA
19780,SUÁREZ
25745,SIMIJACA
25839,UBALÁ
44874,VILLANUEVA
13650,SAN FERNANDO
19455,MIRANDA
20550,PELAYA
15480,MUZO
25658,SAN FRANCISCO
76823,TORO
